Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,Washington,Male,45-54 years,32,925,48,16,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Male,55-64 years,81,"2,020",157,50,12,199,
07/22/2020,02/01/2020,07/11/2020,Washington,Male,65-74 years,139,"3,217",285,70,21,375,
07/22/2020,02/01/2020,07/11/2020,Washington,Male,75-84 years,187,"3,485",313,106,10,404,
07/22/2020,02/01/2020,07/11/2020,Washington,Male,85 years and over,207,"3,373",309,119,,406,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Male,All ages,668,"14,290","1,149",370,62,"1,507",
07/22/2020,02/01/2020,07/11/2020,Washington,Female,Under 1 year,0,70,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,1-4 years,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,5-14 years,0,18,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Washington,Female,15-24 years,0,67,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,25-34 years,0,151,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,35-44 years,,270,,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,45-54 years,16,583,33,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,55-64 years,42,"1,307",107,21,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,65-74 years,103,"2,327",188,58,,242,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,75-84 years,152,"3,092",251,87,17,331,
07/22/2020,02/01/2020,07/11/2020,Washington,Female,85 years and over,249,"5,149",369,109,,517,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Female,All ages,567,"13,045",965,285,49,"1,293",
07/22/2020,02/01/2020,07/11/2020,Washington,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington Total,All,All Ages,"1,235","27,336","2,114",655,111,"2,800",
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,Under 1 year,0,23,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,15-24 years,0,46,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,25-34 years,,128,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,35-44 years,0,226,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,45-54 years,,347,,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,55-64 years,,738,51,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,65-74 years,18,"1,171",95,10,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,75-84 years,14,"1,230",107,,,124,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,85 years and over,13,808,65,,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Male,All ages,53,"4,729",341,21,31,404,
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,Under 1 year,0,12,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,15-24 years,0,12,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,25-34 years,,62,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,35-44 years,0,103,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,45-54 years,0,204,18,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,55-64 years,,457,42,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,65-74 years,10,746,57,,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,75-84 years,13,"1,052",71,,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,85 years and over,25,"1,300",95,,,120,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia,Female,All ages,50,"3,959",294,13,27,358,
07/22/2020,02/01/2020,07/11/2020,West Virginia,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,West Virginia Total,All,All Ages,103,"8,691",635,34,58,762,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,Under 1 year,0,86,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,1-4 years,0,10,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,5-14 years,0,27,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,15-24 years,,184,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,25-34 years,,363,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,35-44 years,10,423,,,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,45-54 years,29,795,31,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,55-64 years,64,"1,991",79,10,10,142,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,65-74 years,112,"2,963",149,20,20,260,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,75-84 years,111,"3,279",205,23,18,311,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,85 years and over,108,"3,553",224,27,14,319,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Male,All ages,441,"13,674",702,88,79,"1,132",
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,Under 1 year,0,62,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,1-4 years,0,13,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,5-14 years,0,22,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,15-24 years,,68,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,25-34 years,,150,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,35-44 years,,240,10,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,45-54 years,12,475,18,,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,55-64 years,41,"1,206",79,,10,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,65-74 years,76,"2,012",110,,,186,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,75-84 years,90,"2,997",149,10,19,248,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,85 years and over,157,"5,568",281,20,22,440,
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Female,All ages,384,"12,813",653,51,71,"1,057",
07/22/2020,02/01/2020,07/11/2020,Wisconsin,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Wisconsin Total,All,All Ages,825,"26,487","1,355",139,150,"2,189",
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,15-24 years,0,18,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,25-34 years,0,47,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,35-44 years,0,59,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,45-54 years,,69,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,55-64 years,,185,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,65-74 years,,277,14,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,75-84 years,,273,18,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,85 years and over,,266,19,0,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Male,All ages,,"1,205",63,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Female,1-4 years,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Wyoming,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Female,25-34 years,,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Wyoming,Female,35-44 years,0,23,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
